Raúl Carrillo	5 ft 9 in (175 cm)	1990	,,
Shaun Rawcliffe	5 ft 7 in (1.70 m)	1961	,
Tim Lips	5'6"	1985	, Netherlands
Álvaro Raposo de Oliveira	1.80	1990	,
Miguel Treviño Morales	5' 8"	1970	Nuevo Laredo,,
Petr Kralert	6'2" (188 cm)	1979	, Czech Republic
Tony Butterfield	183 cm	1966	,
Will Joseph	6 ft 1 in		,
Zaitao	190	1887	,
Manuel Mariano Martínez	5 ft 10 in (178 cm)	1992	,,
Mark Draper (tennis)	6'1" (185 cm)		, Australia
Nungnadda Wannasuk	1.65m	1989	, Thailand
Seb Jewell	6 ft 1 in (1.85 m)	1987	,
Todd Larkham	5'10" (178 cm)		, Australia
Nataša Bokal	172 cm	1967	,,
Prashanti Singh	5nbsp;ft 8 in (1.73nbsp;m)		,, India
Ralph Lally	5 ft 10 in (178 cm)	1948	,
Richard Justin	184cm		,
Steven Foley-Sheridan	5'6	1986	,
Tina Križan	5'9"/1.75 m		Maribor, Slovenia
Ulises Solís	5 ft 6 in (168 cm)	1981	,
Victor Rabanales	5 ft 7 in (173 cm)	1962	,
Yusuke Kobori	5 ft. 7½ in. (171 cm.)	1981	,
Patrick Rich	unknown		unknown,
Vanessa Hessler	1.79 m (5 ft 10½ in )	1988	,
Vegard Opaas	1,77 m		,
Nicolas Thomann	6' (183 cm)	1972	, France
Richard Owen (rugby league)	185cm	1990	,,
Shinri Suzuki	170 cm	1974	Japan
Suwandi (tennis)	5 ft 10 in		Bandung, Indonesia
Thierry Guardiola	6'2" (188 cm)		, France
Tom Laurich	200 cm		Australia
Wolf Hudson	6' 1'' Ft	1984	,
Mathieu Cordang	1.61 m	1869	, the Netherlands
Mike Ward (comedian)	5' 9" (1.75 m)	1973	,,
Patrik Sjöberg	2.00 m (6 ft 6.7 in)	1965	,
Phillip Lee (rugby league)	180 cm	1977	,,
Rubens Donizete	5'10" (1.72 m)	1979	Monte Santo de Minas, Minas Gerais, Brazil
Shana Swash	5' 7"		, London, England
Shlomo Glickstein	1.88 m (6 ft 2 in)		, Israel
Simon Amor	5 ft 6 in (1.68 m)	1979	,,
Teresa Strasser	5'6"	1970	,
Vasilis Mazarakis	5'10" (178 cm)	1980	, Greece
Mihai Leu	5 ft. 7½ in. (172 cm.)	1969	,,
Shikha Uberoi	1.73 m		, India
Sofija Milošević	1.77m - 5' 9.5"		,
Stefano Zoff	1,75 m	1966	,
Steve Pickersgill	188cm	1985	,
Viktorija Rajicic	1.7 m (5 ft 5 in)		, Australia
Łukasz Rutkowski	174 cm	1988	, Poland
María Emilia Salerni	174 cm (5 ft 8 in)		,, Argentina
Ned Beatty	5' 8" (1.73 m)	1937	, U.S.
Rhys Gabe	5 ft 9 in	1880	,
Robert Bruce (wrestler)	6 ft. 3 in. (191 cm)	1943	,,
Sam Rapira	184 cm		,
Siri Tollerød	5'9.5" (178 cm)	1988	Kristiansand, Norway
Vicente Carrillo Fuentes	5’11"	1962	,,
Victoria Brown (water polo)	(2010)	1985	Melbourne, Australia
Nana Smith	5'4" (1.63 m)		, United States
Rob Kardashian	6 ft 0 in (183 cm)		,,
Tony Jeffries	6' 1"	1985	,
Zeta Makripoulia	5' 8" (1.72)		,
Ève Salvail	178 cm (5'10.")	1973	,
Ľudmila Cervanová	5' 7.5in (1.71 m)		Piešťany,
Matthew Rieck	1.78 m		,
Mauricio Soler	1.90 m	1983	Ramiriquí, Colombia
Oksana Baiul	5'3" (160 cm)		,,
Owain Brown	190cm	1984	,
Sara Ziff	5'9''		, NY,
Uemura Shōen	141		,
Vincent LaCrocq	185 cm; 6' 1"		(eastern suburb of)
Zlatko Boškovski	1.78cm		,
Pan Jin-yu	156cm	1914	Sukan daudun,, Taiwan
Simon Hillary	1.82 m (5ft 11.5 in)	1992	,
Steve Crowe (rugby league)	185cm		Young NSW,
Volodymyr Fomin	1,68		,
Matty Blythe	1.85 m	1988	,,,
Michael Ryan (rugby league)	1.68 m		,
Nic Ffrost	174cm	1986	Mackay, Queensland
Patrick Teoh	5'4"	1947	,,
Sandrina Bencomo	180 cm	1989	,,
Simon Halliday	6 foot		,
Stuart Kelly	1.80 m	1976	,
Mick McManus (wrestler)	5 ft 6 in (168 cm)	1928	,
Rahman (actor)	6 Feet 0 Inche	1967	,
Tamzin Outhwaite	1.73m	1970	,,, UK
Zlatko Jovanović	1.81 m	1984	,
Samantha Brown	5' 3"	1969	,,
Urbano Antillón	5 ft 8 in (173 cm)	1982	,,
Monique Alfradique	1,60	1986	,,
Rhonda Rajsich	5'10"	1978	Phoenix, Arizona
Saddam Kietyongyuth	5 ft 7 in (172 cm)	1983	,
Valeriy Brumel	1.85 m (6 ft 1 in)		,,,
Wally Battiste	unknown		,
Wiltrud Probst	5'7"/1.70 m		Nuremberg, Germany
Yoo Ji-tae	188Cm	1976	,
Michael Boxwell	6' 0" (1.82 m)	1970	,, United Kingdom
Mr. Pam	5' 5' ft	1972	,
Olga Naidenova	160 cm	1987	,
Selma Borst	1.70 m	1983	,
Sérgio Marone	5' 11" (1.80 m)		,
Nick Emmett	6 ft 2 in (1.88 m)		,
Péter Rajczi	5nbsp;ftnbsp;10nbsp;in		,
Roberto Marroquin	5 ft 9 in (177 cm)	1989	,
Template:Infobox volleyball player/testcases	182 cm		,
Matt Grevers	6 ft 8 in (2.03 m)	1985	,
Monika Jagaciak	1.78 m (5 ft 11 in)		,,
Moushumi	5.6"		,
Niko Puhakka	1.78 m / 5 ft 10 in	1979	,
Olga Morozova	5'7" (1.70 m)		,
Oriol Elcacho	185 cm / 6 ft 1 in	1979	,,
Ren Zhongfei	158 cm	1982	,
Rusty Joiner	6' 1" (1.80 m)	1972	,, U.S.
Ty Williams	180 cm (5 ft 11 in)	1980	,
Ásgeir Örn Hallgrímsson	194 cm.		,
Maureen Larrazabal	5'7" (1.70 m)		,
Roman Dąbrowski	1.84 m (6ft 1/2in)	1972	,
Rubén Sánchez León	5 ft 7 in (168 cm)	1973	,,
Shekar Basha	5'9"		,,,
Simeon Hristov	1.83 cm		,
Susan Eldridge	5'10"		United States
Trevor Putney	5 ft 10 in / 1.75 m	1960	,
William Caulfield	5 ft 11 inches		,
Mashona Washington	5 ft 6 in (1.68 m)		, U.S.
Matt Seers	175 cm	1974	,
Melanie Faisst	1.71 m		,
Nabil Abou-Harb	6' 0"	1984	,
Peter McNamara	6'1" (185 cm)		,,
Phil Lowe	6 ft 2 in	1950	,,
Raymundo Beltrán	5 ft 9 in (175 cm)	1981	,
Rocky Carson	6'		Newport Beach, California
Małgorzata Pskit	1.75 m		, Poland
Noh Hong-cheol	180cm	1979	,,
Patricia Obee	176 cm	1991	,
Ryūsei Kishida	52	1891	,
Róbert Kovácsevics	1.79 cm		,
Masahiro Akimoto	1,75 m		,
Mauricio Wright	187cms	1970	,
Michael Ratu	5 ft 11 in (1.82 m)	1987	,
Nicky Piper	6ft 3ins	1966	,
Ruaridh Jackson	6 ft 0 in (1.83 m)		,
Thomas Johnson (cyclist)	5ft. 4ins.		,
Toney Freeman	6' 2" (188 cm)	1966	, United States
Nufar Edelman	5' 6" (168 cm)		, Israel
Pilar Arlando	5'8 (1.73cm)	1989	,
Sílvia Pfeifer	1,80	1958	,,
Travis Norton	180cm	1976	, Australia
Valentina Fiorin	1.87m	1984	,,
Pasi Schwalger	6'3	1982	(),
Pavol Hurajt	(2010)	1978	,
Themis Rigas	1.68 cm		,
Wolfgang Schranz	5'10" (178 cm)		, Austria
Michael Berne	5'11"	1981	,
Mini Andén	178cm	1978	,
Monty Betham (boxer)	5' 10½ (179 cms)	1952	,,
Pete Sanstol	5' 3		Moi, Norway
Rick O'Shea	5' 11"		,
Rigoberto Álvarez	6 ft 0 in (183 cm)	1978	Tlajomulco de Zúñiga,, Mexico
Rue DeBona	5'9"	1976	Glen Rock,
Ruslans Mihaļčuks	1.68 metres		,
Sam Tagataese	192 cm (6 ft 3 in)		,
William Joppy	175 cm	1970	, U.S.
Marvin Rolle	5 ft. 11 in.		Nassau, Bahamas
Miriam Oremans	5' 6 1/2"/ 1.69 m		, The Netherlands
Natacha Régnier	5'7	1974	,
Nina Seničar	5'9" (176 cm)	1985	,
Raúl Alberto Salinas	174 cm (5'9")	1978	,
Manolis Psomas	1.82	1978	,
Mark Tonelli	185nbsp;cm		,, Australia
Masaya Nakamura (actor)	192cm	1986	,
Matt Calland	183cm	1971	,
Nicole Ramalalanirina	1.64 m	1972	,
Peter Ryan (rugby league)	186cm		,
Ricardo Funch	5'10		,
Ryan Guettler	5'10		,
Shane Rigon	180 cm (5 ft 10 in)	1977	,
Tommy Bowe	6 ft 3 in (1.91 m)	1984	,,
Tran Thi Huong Giang	1.80 m (5 ft 11 in)	1987	,
Unai Etxebarria	1.81 m	1972	, Venezuela
Neil Haddock	5' 6"		,
Paolo Bertolucci	5'9" (175 cm)	1951	,
Robert Trogolo	5'11" (180 cm)		,South Africa
Ron Bard	5-11	1959	,
Salman Shah (actor)	5' 6"	1971	,,
Sandali Sinha	5 ft 6 in (1,67 m)	1981	,
Shirley Mallmann	5 ft 10.5 in (1.80 m)	1977	,,
Sørenn Rasmussen	193 cm.		,
Takefumi Sakata	5 ft. 4 in. (162 cm.)	1980	,,
Tobia Giuseppe Loriga	6 ft 0 in (184 cm)	1977	,,
Toni Androic	170cm		Pula
Tracey Needham	5' 11" (1.80 m)	1967	,
Tsuchida Bakusen	217.7 cm	1887	,
Walter Noriega	1.91	1979	,
Woong-sun Jun	1.70 m (6 ft 3 in)		Seoul, South Korea
Mikhail Tovarovsky	1,68	1903	,,
Mulenga Chanda	185 cm	1985	,
Puran Appu	5ft 7½ inches	1812	,,,
Qusay Hussein	5 feet 11 inches	1966	, Iraq
Sergey Lagutin	181		,
Tim Jonkers	6 ft 1 in (1.86 m)	1981	,
Nicola Zagame	(2011)	1990	Sydney, New South Wales
Suthi Veerabhadra Rao	5"8		,,
Tyrone Smith (rugby)	5 ft 10 in (1.78 m)	1983	,
Yuri Morales	183 cm. (6'0")	1981	,
Mette Jacobsen	1.70 m (5 ft, 7 in)	1973	,
Olga Kurylenko	1.75nbsp;m		,,
Oli Denton	6 ft 1 in		,
Phil Dent	6'0 (182 cm)		,,
Richard Adams (inventor)	6'1"	1954	,,
Robert Blaschka	5' 10" (179 cm)	1958	,
Sabina Sharipova	1,75 m	1994	, Uzbekistan
Stuart Wilkinson (rugby league)	5 ft 11"		Manchester,
Tomioka Tessai	169	1837	,
Olivier Magne	1.93 m (6 ft 4 in)	1973	,
Paul Burke (rugby union)	176cm(5'9)	1973	,
Steve Irwin (rugby league)	189 cm	1983	Australia
Vilmos Radasics	180cm		,
Mark Robson (footballer)	5nbsp;ft 07nbsp;in	1969	,,
Marzio Martelli	5'11" (180 cm)	1971	Valle Benedetta, Italy
Matt Crawford	5'10	1980	,,
Néstor Garza	5 ft 7 in (177 cm)	1976	,
Phil Murphy (rugby union)	6 ft 5 in, (2.01 m)		,
Ralph Fiennes	1.83		, Suffolk, England
Yoann Poulard	1.91cm	1976	,
Mohammad Shatnawi	1.91 m (6 ft 3 in)		,
Mosese Luveitasau	1.78 m (5 ft 9 in)	1980	,
Raúl Hirales, Jr.	5 ft 7 in (173 cm)	1984	,
Sergio Roitman	185cm		,
Tom Vanhoudt	183cm		, Belgium
Mike Campbell-Lamerton	6f5		,
Milagros Sequera	5' 5'' (1,65 cm)		, Venezuela
Oba Carr	5 ft 9 in (177 cm)	1972	,
Richard Hancox	5'10		,
Rusty Jeffers	5'9.5"	1964	,
Shigeru Aoki	180.0	1882	,
Sibyl Buck	1.83m	1972	,
Stevie Johnston	5' 5	1972	, USA
Trey Houston	5'11''		Bixby, Oklahoma
Paddy Fanning	5'10"		Moneygall
Rowena Webster	(2011)	1987	Melbourne, Victoria
Sam Vesty	6 ft 0 ins (1.83 m)	1981	,
Tim Pollard	6' 1" (1.85 m)		,
Tomoki Kameda	5 ft 8 in (174 cm)	1991	,
Mike Noriega	5 ft 9 in (175 cm)	1988	,,
Nobuo Yoshihashi	180 cm		, Japan
Patrick Proisy	5'11" (180 cm)	1949	,
Ryu Hyoyoung	167cm	1993	,
Steve Peat	6'3"	1974	England
Will Johnson (rugby union, born 1974)	1.93		,
Miguel Start	184 cm (6 ft 0 in)		,
Pedro Rocha	1,83m		,
Ramesh Krishnan	1.70m (5ft.7in.)	1961	,India
Sinan Şamil Sam	6 ft 3 in (1.91 m)	1974	,
Todd Byrne	6 ft 1 in (1.87 m)	1978	,,
Mustafa Kemal Atatürk's personal life	1.68, according to Eren Akçiçek, 1.74,	1881	Salonicaa (),
Peter Wright (tennis)	6'1" (185 cm)	1963	,United States
Reggie Gross	6'4		,,
Rodolfo Martínez	5 ft 8 in (173 cm)	1946	,,
Tabrett Bethell	5' 8" (1.72 m)	1981	, New South Wales, Australia
Trevor Hogan	6 ft 6 in (1.98 m)	1979	Ireland
Varvara Zelenskaya	1.78 m (5 ft 10 in)		,
Yuriy Nuzhnenko	5 ft. 9 in. (176 cm.)	1976	,
Melle van Gemerden	6' (183 cm)		,Netherlands
Phil Vickery (rugby union)	6 ft 3 in (1.90 m)	1976	,,
Vince Karalius	5' 11" (1.83 m)		,,
Michela Maggioni	1.81m	1988	,,
Neil Budworth	180cm	1982	,,
Rafaël Guzmán	5 ft 10 in (180 cm)		,
Richie Barnett	184 cm ( 6 ft 0 in)	1972	,
Richie Fitzgerald	5’10’’ (178cm)		,
Tonny Mols	1.80m (5ft 10¾in)		,
V. V. Vinayak	5'11	1974	,,, India
Pamela Bianca Manalo	5 ft 11 inches	1986	,
Paul Lamb (footballer)	6ft		,,
Prosenjit Chatterjee	174 cm (5' 8½")		,
Rashi Bunny	5'5"		Mumbai,India
Richard Wall	6'2"		,,
Robert Dennis (track and field)	5'10 (1.78 m)		,
Takanobu Okabe	1,65 m		,
Theo James	5'11 (180cm)		,
Timo Aaltonen	189-cm		Vehmaa, Finland
Vicente Mijares	5 ft 10 in (178 cm)	1954	,
Virpi Sarasvuo	174 cm	1976	,
Yaqui López	6 ft 3 in (192 cm)	1951	,
Melissa Wu	142cm		Sydney, Australia
Mike Watkins	5 ft 9 in	1952	,
Olivier Mutis	175cm (5ft 9in)		, France
Peter Wackett	5 ft 9 in (1.82 m)	1987	,
Raúl Márquez	5 ft 11 in (182 cm)	1971	,
Raúl daSilva	6'	1933	,,
Ryu Jin	185 cm. (6'1)	1972	,
Sammy Gutiérrez	5 ft 3 in (160 cm)	1985	San Martín Texmelucan de Labastida, Puebla,
Shruti Agarwal	5'7"		, West Bengal
Takeshi Kaga	1.80 m (5 ft 11 in)	1950	,
Timea Majorova	5 ft. 8 in.	1974	,
Navin Chowdhry	173 cm		,
Patrick McGuigan	5'7"		Kentucky
Salwa Al Katrib	1m 72	1953	,
Sandra Morgan	170nbsp;cm		,,
Scott Pethybridge	182 cm	1977	,
Sherin	163 cms	1985	,, India
Stephane Grenier	6'3" (190 cm)		, France
Ted Arcidi	5'11"		Buffalo, New York
Viktor Goncharenko	{Defender}	1977	,,
Yolane Kukla	168 cm		Brisbane
Masaru Hamaguchi	168cm	1972	,
Mia Michaels	5'11''	1966	,
Mikaël Zewski	5 ft 11 in (180 cm)	1989	,,
Nick Greenhalgh	5ft 7in (- m)	1989	,
Paul Sharry	1.90cm		,,
Robert Manzanarez	5 ft 8 in (174 cm)	1994	,
Ross Whibley	6"2	1988	London
Template:Infobox dancer	}		}
Tom Nicon	1.88 m(6' 2")		,
Tom Smith (rugby union player born 1985)	6 ft 2 in (1.88 m)	1985	,
Waisale Serevi	1.69m (5ft 7in)		, Fiji
Meilen Tu	5' 4'' (1.63 m)		, Los Angeles, California, USA
Melissa St. Vil	5 ft 4 in (163 cm)	1983	,
Mitch Green	6 feet 5 inches	1957	,,
Robert Hurley (swimmer)	191cm		, Australia
Samantha Smith (tennis)	5'9 / 1.75m		Epping, Essex, England
Sergio Cortes	5'7" (170 cm)		, Chile
Takalani Ndlovu	5 ft 8 in (173 cm)	1978	Soweto, Gauteng, South Africa
Zebastian Lucky Luisi	6 ft 0 in (1.83 m)	1984	,
Paul Sykes (boxer)	6′ 3″	1946	Wakefield, England
Qri	5 ft 3 in	1986	,
Sheeri Cabral	5'3"	1978	Ridgewood, NJ
Stratos Apostolakis	1.72 m (5 ft 6 in)	1964	,
Martin Blackman	6'2" (188 cm)		,
Oscar Burrieza-Lopez	5'7" (170 cm)		, Spain
Paul March	5 ft 9 ins (1.77 m)	1979	,
Roger Ewing	6'4"	1942	,,
Sanjjanaa	5.7	1989	,
Tiffany Pisani	5 ft 10 in (1.78 m)		,,, UK
Wenlan Hu Frost	122		,,
Yūko Itō	164cm 5'4"		Setagaya, Tokyo, Japan
Matthias Steiner	(2008)	1982	,
Michel Butter	1.76 m	1985	,
Peter Carlsson	6' (183 cm)		, Sweden
Shaun Byrne	5' 9''	1981	Taplow, England
Shiraz Tal	5'9.75"	1974	,
Sione Faumuina	6 ft 2 in (190 cm)	1981	,
Natalia Paris	1,55 m (5 ft 1 in)	1973	,-
Noman Qamar	6'1''		,
Pemra Özgen	1.69 m		, Turkey
Primož Pikl	179 cm	1982	,,
Rob Rawlinson	5 ft 9 in, (1.80 m)	1976	,
Saïd Aouita	1.76 m	1959	,
Shin Baek-cheol	1.86 m (6 ft 2 in)		Gimpo,
Svitlana Bondarenko	5'9" (176 cm)	1971	Zaporizhzhia
Themba Mnguni	178 cm	1973	,
Thulani Malinga	5'9"	1955	,
Tom James	190cm	1984	,
Prabodh Tirkey	1.70/5'6"		Lulkidihi,
Tom Hewitt (rugby league)	6 ft 0 in (1.84 m)		,
Mikhail Sushkov (footballer)	1,72	1899	,
Nike Kornecki	5' 3" (160 cm)		Italy
Nikola Sjekloca	6′ 1″ / 185cm		,
Sibylle Blanc	1.58 m	1974	, Switzerland
Sorin Tănăsie	5'3" (160 cm.)	1980	,
Thiago Lacerda	1,93	1978	,
Patrick Bissell	6' 2" (1.88 m)		, United States of America
Rachelle de Jong	6'0"		,
Tajhon Mailata	1.84nbsp;m	1986	,
Martijn Kajuiter	6 feet 8 inches		Netherland
Oleg Lisogor	192 cm (6'4")	1979	,
Reecha Sharma	5'5"		,
Robert Barbieri	1.85 m	1984	,
Saensak Muangsurin	5 ft. 7 in. (170 cm)	1950	,
Sotaro	5' 11" (1.80 m)	1986	,
Ville Liukko	5'8" (173 cm)		, Finland
Mike South	6'1"	1957	Atlanta, Georgia, USA
Mohammad Reza Heidarian	5nbsp;ft 11½nbsp;in (1.82nbsp;m)	1974	,
Nadia Townsend	174nbsp;cm		Sydney, Australia
Philip Mahony (hurler)	6ft		,
Pierre Vogel	6 ft. 0 in. (183 cm)	1978	,
Rubén Valtierra	5 ft 8 in (1.73 m)		,
Salah (dancer)	5'10"	1979	, France
Vito Gasparrini	192 cm	1975	,,
Warren Spragg	183 cm		,
Willie Llewellyn	5 ft 7½ in	1878	,
Maxime Vantomme	208 cm		,
Merel de Knegt	1.70 m	1979	,
Nathaniel Buzolic	6'1 (1.85)	1983	,
Oro (wrestler)	6 foot (1.88 mts)	1971	,,
Ruben Bemelmans	1.83m		, Belgium
Vladimir Gabrichidze	5'9" (175 cm)		,
Yael Markovich	5'5 (168cm)		Haifa, Israel
Mark Field (rugby league)	6 ft 1 ins (1.83 m)	1984	,
Mark Winstanley	6ft1	1968	,
Nadia Hatagan	1,62	1979	Mediaş
Paige Davis	5' 7" (1.70 m)	1969	,,
Patricio Galaz	)	1976	,
Paulo Almeida	1.82m (5ft 11½in)		,,
Pedro Daniel Estrada	5 ft 11 in (182 cm)	1985	Iztapalapa,,
Sydney Shields	5’ 5”	1888	, USA
Terry Davies	5 ft 11 in	1933	,
Marty Simpson (comedian)	6'4"		Columbia, South Carolina
Maya Rosa	1.62 m		, Indonesia
Mykhaylo Renzhyn	182 cm	1978	,,
Paul Kelly (hurler)	5'11"		,
Pernille Holmboe	/	1977	,
Pierre Vigouroux	1.98m	1983	(), France
Quentin Willson	6' 1" (1.85 m)	1957	,, United Kingdom
Roberto Ortíz	5 ft 10 in (178 cm)	1985	,,
Óscar Larios	5 ft. 7 in. (170 cm.)	1976	Zapopan,,
Mervyn Bennett	5' 6"		,
Patrik Fredriksson	6'1" (185 cm)		, Sweden
Xiao Sha	1.40m (4'7")		,
Neta Rivkin	5' 7" (171 cm)	1991	, Israel
Pat Hingle	5' 10" (1.78 m)	1924	, United States
Patrícia Tavares	189	1977	,
Ria Antoniou	1.76 m (5 feet 9.5 inches)		,
Thierry Pham	5'10" (178 cm)		, France
Tyler Cuthbert	6.05'	1987	,
Virág Németh	1.72 m		, Hungary
Wick Powell	5 ft 10 in		,
Pooja Hegde	5'8"		,, India
Ricardo Álvarez Barragán	5 ft 11 in (178 cm)	1981	Tlajomulco de Zúñiga,,
Roberto Jabali	6'3" (190 cm)		, Brazil
Roland Vólent	1.92cm		,
Zhang Hongtao	1.65m		,
Zuzana Snow	5’10" (1.78m)		, Slovakia
Remo Lederer	174 cm	1968	,
Roque Mex	5 ft 7 in (172 cm)	1992	,
Ricardo Torres (boxer)	5 ft 8 in (172 cm)	1980	,,
Silverio Ortiz	5 ft 8 in (174 cm)	1982	,
Tom Pearson (rugby union)	6 ft	1872	,
Tony Clement (rugby player)	5 ft 10 in (1.78 m)	1967	,,
Wang Hao (diver)	1.55m	1992	, China
Álvaro Robles	6 ft 0 in (183 cm)	1989	,,
Paul White (rugby league)	5 ft 9 in (1.77 m)	1982	,
Paula Deen	5 foot 5	1947	, U.S.
Roberto García Parrondo	186 cm	1980	,
Saúl Román	5 ft 10 in (179 cm)	1980	,
Simon Webster (rugby union)	6 ft 0 in (1.84 m)	1981	,
Stephane Sansoni	5'11" (180 cm)	1967	, France
Mónica Castillo	177 cm	1988	,
Odalys García	5' 7	1975	,
Pablo Santos (tennis)	6' (183 cm)	1984	,
Raffaellino del Garbo	214.6		,
Ricardo Castillo	5 ft 8 in (174 cm)	1979	,
Steve Shaw (tennis)	6'3" (190 cm)		,
Morgan Smith (skateboarder)	5'10"	1986	,
Ray D'Arcy	5' 8.75"	1964	, Ireland
Ronny Scholz	1.76 m	1978	,
Thomas Hogstedt	6'3" (190 cm)		, Sweden
Toshio Laiseni	181 cm (6 ft 0 in)	1985	,
Youssif (burn victim)	Approximately 4'3"	2002	Baghdad, Iraq
Álvaro Gaona	6 ft 2 in (188 cm)	1985	,
Mauro Núñez Bastos	1.73mts	1968	, Brazil
Mike Hall (rugby union)	6 ft. 2 ins.	1965	,
Munawar Iqbal	N/A	1948	,
Omar Chávez	5 ft 11 in (180 cm)	1990	,,
Puig Aubert	167cm	1925	,
Rola El-Halabi	1.68m		,
Ryan Henry	6' (183 cm)	1984	, Australia
Saeed Meer	N/A		,
Mayuko Iwasa	155 cm (5 ft 1 in)		, Tokyo, Japan
Süreyya Ayhan	1.68m		,
Tom Billups	5ft 8ins	1964	,
Ricardo Dominguez	5 ft 10 in (178 cm)	1985	,,
Rodney Davies	5 ft 11 in (1.80 m)	1989	,
Soleivi Hernandez	5'2"	1980	, El Salvador
Vered Buskila	5' 11" (180 cm)		, Israel
Neil R. Barrett	1.93 m (6ft 4 in)	1992	,
Ray Prosser	6ft	1927	,
Ricardo Cortés	6 ft 2 in (189 cm)	1980	,
Salvador Sánchez II	5 ft 8 in (173 cm)	1985	,
Taina (model)	5'2"	1975	,
Tommy Bishop	5 ft 2 in (157 cm)	1940	,
Víctor Anchante	1.81cm	1979	,
Éder Jofre	5'4" (163nbsp;cm)	1936	,,
Mikael Tillström	6'1" (185 cm)		,
Sara Nordenstam	1.69 m	1983	,
Stacy London	5'7"	1969	,
Tonya Cooley	5'4"	1980	,,
Vince Rockland	5' 9"		Darmstadt, Germany
Viola Haqi	(175cm)	2010	,
Mohamed Haleem	5 ft. 11 in.	1964	,
Richie Lemos	5 ft 7 in (170 cm)		,
Sailor Art Thomas	6'6''		Wisconsin
Pradeeban Peter-Paul	6'0"	1977	,
Pratima Singh	5 ft 8 in (1.73 m)		,,
Remigio Molina	5 ft 7 in (173 cm)	1977	,,
Roger Bisby	5nbsp;ft. 10in.	1952	,
Sergey Tatevosyan	5 ft. 10 in. (178 cm.)	1973	,
Steinar Ege	194 cm	1972	Kristiansand, Norway
Vanessa Ray	5 ft 4 in (1.63 m)		,(date unknown)
Morgan Allen	1.91 m (6 ft 3 in)	1990	,
Tom Leutwiler	5 ft 10 in (1.78 m)	1948	,
Va'aiga Tuigamala	5 ft 11 in (180 cm)		,
Yevgeni Fokin	1,76	1909	,
Michael Stephenson (rugby union)	6 ft 0 in / 1.83 m	1980	,
Omar Benson Miller	6 ft 6 in (1.98 m)	1978	Detroit, Michigan, U.S.A
Owen Davidson	6'1" (185 cm)	1943	,
Pelle Linders	194 cm.		,
Shane Robinson	5 ft 9	1980	,
Susan Loughnane	5 ft 8 in (1.73 m)		,
Tom Cruise	5 ft 7 in	1962	, U.S.
Tomás Rojas	5 ft 8 in (173 cm)	1980	,
Pablo Bouza	6 ft 4 in (1.93 m)	1973	,
Pablo Campana	5 ft 11 in (1.80 m)		Quito, Ecuador
Ramón García Hirales	5 ft 8 in (174 cm)	1982	,
Simon Hopkinson	5ft 9in	1954	,
Steven W. Bailey	6' 4" (1.93 m)	1971	,
Tamás Somorjai	1.80 cm		,
Tony Dalton	6'	1975	,,
Uday Kiran	5'10	1980	, India
Mitch Rein	1.68 m (5 ft 6 in)		, Australia
Shinichiro Ohta	172cm(5 ft 8 in)	1971	,
Steve McMahon, Jr.	5.9 ft, 10.5		,,
Tyler Riggs	6 ft.1½ in 1.87m	1986	,
Murad Inoyatov	1.80 m		,
Suchitra	5'5''		,
Tristan Mathews	5' 8'' ft	1986	,
Michel Tornéus	1.86 m (6 ft 1 in)	1986	,
Mike Catt	5 ft 9 in (1.77 m)	1971	,
Pierre Bouteyre	6'1" (185 cm)	1971	, France
Richardt Strauss	1.74 m (5 ft 9 in)	1986	,
Stuart Young	6 ft 85 kg		,
T. K. Rajeev Kumar	5ft 7inches	1961	,,
Tony Mundine (boxer)	5' 11½ (182 cms)	1951	,
Patricio Arnold	6' (183 cm)	1971	, Argentina
Renée Richards	6 feet, 2 inches		New York City, USA
Ricardo Moreno	5 ft 7 in (170 cm)		,,
Saint Christopher	170		(Western accounts) or(Eastern accounts)
Sydney Tamiia Poitier	5'9	1973	,
Taylor Townsend (tennis)	 	1996	 
Phillip Leuluai	1.84m		,
Ricky Concha	5 ft 11 in (182 cm)	1987	,,
Rogelio Ruvalcaba	6 ft 2 in (189 cm)	1988	,,
Ronny Rockel	5'6"	1972	,
Stephen Molumphy	5'10	1984	,
Steve Ford	6 ft	1965	,
Morten Bjerre	196 cm.		,
Rocky Lockridge	5 ft 6 in	1959	,
Shallon Lester	5'5"		,
Simone Parodi	1.95nbsp;m	1986	,
Vanya Mishra	173 cm	1992	,
Viktor Vadász	1.84 cm		,
Rodel Flordeliz	5'10"	1981	,
Sage Salzer	5'10" ; 178cm		Ventura County, California, United States
Sergey Shelestov	5'11"	1971	,
Shrikar Madiraju	6 Feet	1975	, India
Simon Vroemen	1.89 m	1969	,
Solange Wilvert	6'0" ; 183cm	1988	,
Sophia Crawford	5' 4" (1.63 m)		,,
Thomas Hayes (boxer)	5 ft 11 in (180 cm)	1981	,
Timmy Purcell	1m80	1988	,
Tom James (rugby player)	6 ft 0 in (1.83 m)	1987	,
Murder of Sandra Cantu	4'0" (122 cm)	2001	,,
Oliver Gross	6'1" (185 cm)		,
Omar Salado	5 ft 6 in (168 cm)	1980	,,
Paul W. Draper	5'9"	1978	,
Scott Freer	5 ft 8 in (1.78 m)	1988	,
Scott Welch	6' 2" / 188cm	1968	,,,
Sharon McKenzie	5-2"		Los Angeles
Wally Karbo	about 6 foot	1915	,
