Eduardo Medica	5'11" (180 cm)	1976	, Argentina
Edward Donofrio	6'2"	1951	,,
John Faull	6ft.	1933	,
Kamalinee Mukherjee	5'5"	4 March	,, India
Katty Piejos	1.65m (5'5)		,
Keo Pich Pisey	5'4"	1982	,
Kieran Murphy (rugby union)	6 ft 3 in (1.91 m)	1988	,
Larry Marks (boxer)	6'0	1972	,
Marco Antonio Nazareth	5 ft 10 in (180 cm)	1986	,,
Addy Engels	1.81nbsp;m	1977	Emmen, the Netherlands
Alan Judge (Irish footballer)	5 ft 6 ½ in (1.69 m)	1988	,
Alonzo Butler	6'3"	1979	,,
Armando Muñíz	5 ft 9 in (175 cm)	1937	,
Brian Lopes	5'9"	1971	,, United States of America
Chen Hanwei	180 cm	1969	,
Daniel Evangelista, Jr.	5 ft 8 in (174 cm)	1990	,,
Darren Crompton	6 ft 2 in (1.88 m)	1972	,
Dominic Ryan	1.91 m (6 ft 3 in)	1990	,
Emmanuel Lucero	5 ft 4 in (163 cm)	1978	,,
Ezinne Okparaebo	(2008)	1988	,
Gary Botha	5 ft 11 in (1.80 m)	1981	,
George Travers (rugby player)	6 ft 0 ins	1877	,
Gideon Kliger	5' 7" (170 cm)		, Israel
José Ron	5' 9¾"	1981	,
Kel Coslett	6'0"		,
Kevin Hart (actor)	5ft. 5in		, U.S.
Lon McCallister	5' 6" (1.68 m)	1923	, USA
Alexander Zverev	6'1" (185 cm)		,
Arthur Zanetti	1.56 m	1990	,,
Chris Crowther	6'6"		Yorba Linda, Calif.
César Vázquez	5 ft 10 in (180 cm)	1986	,,
Daiane	5'3	1983	,,
Frédéric Guesdon	1.85 m	1971	,
Harry Packer	5 ft. 11ins.	1868	,
Iya Villania	5'4"		Sydney, Australia
Jan Wiktor Wiśniewski	163 cm	1922	,
Khalil Joseph Ramos	5'7	1996	,
Kostas Davourlis	1.76 cm		,,
Latisha Wilder	5' 1" (1.54 m)	1975	,,
Manuel Vargas (boxer)	5 ft 8 in (174 cm)	1981	,
Marko Ostoja	5'9" (175 cm)		,
Alex Dilmaghani	5'8"		Worthing, England
Andreas Kotelnik	5′ 7½″	1977	,
Black Man (wrestler)	5'6"/168 cms		Guadalajara, Jalisco, Mexico
Chris Milligan	6 ft 1 in (1.85 m)		,
David Kerr (footballer)	1.80m		,
Ejay Falcon	6 ft	1989	,
George Bovell	6'5"	1983	Trinidad
Jessica Schwarz	5' 8½" (1.74 m)	1977	,
Jorge Bardou	5 ft 11 in		Barcelona, Spain
Massimo Valeri	6'1" (185 cm)	1972	, Italy
Matteo Pratichetti	1.91 m	1985	,
Alessandro Cortinovis	1.82nbsp;m	1977	, Italy
David Milne (rugby league)	1.83 m (6 ft 1 in)	1986	,,
DeWitt Clinton Cregier	5 ft. 7 in.	1829	New York City
Freddy Krueger (water skier)	5'7"		Decatur, Illinois
Hamish MacDonald (athlete)	170cm		Melbourne, Victoria
Jack Morley	5 ft. 7 ins.	1909	,
Jack Wrangler	5'10" (1.78 m)	1946	, United States
Joey Harder	5 ft. 10 in. (178 cm)		Adirondack, Minnesota
Julián Cruz	1.73 meters	1987	,
Lee Thomas (rugby player)	5 ft 11 in (1.82 m)		,
Luis Valero	5 ft 6 in (168 cm)	1988	Bolero Alto,,
Ana Layevska	1.68	1982	,
Atul Kasbekar	1.91 m		,
Bennetto Payne	6 ft 0 in (183 cm)		,
Brandon Molale	6' 4" (1.93 m)	1971	, United States
Cecilia Méndez	5 ft 11 in (1.80 m)	1986	,
Filip Ščrbec	1.80m		,
Irma Sánchez	5 ft 3 in (162 cm)	1987	,
Janina Gavankar	5' 7"	1983	,
Lanardo Tyner	5 ft 8 in (173 cm)	1975	,
Bartosz Nowicki	1.87 m		, Poland
Carolina Ardohain	5' 6½" (1.69)	1978	,,
Daniel Letterle	5' 9" (1.75 m)		,
Dave Morgan (fighter)	5'4		, United States
Eva Ekvall	5 ft 11 in (1.80 m)	1983	,
Fredy González	5'3" (160 cm)	1975	,
Gabriel Rosado	6 ft 1 in (185 cm)	1986	,
Iselin Steiro	5'10" (178 cm)	1985	, Norway
José Luis Soto Karass	5 ft 9 in (175 cm)	1979	,
Lília Cabral	1,75	1957	,
Aaron Links	6 ft. 0 in.	1981	Albuquerque, New Mexico,
Alonso Fernández Alvarez	5 ft 11.5 in (1.82 m)	1982	,
Anais Catala	5 ft 8 in (1.73 m)		,
Arturo Badillo	5 ft 8 in (174 cm)	1988	,,
Bronwen Knox	(2011)	1986	Brisbane, Queensland
Eugen Bauder	6 ft (1.83 m)	1986	,
Harley Morenstein	6'4"-5"		,, Canada
Beverly Boys	5'3" (160 cm)		Toronto,
Billy Bancroft	5 ft 5½ in	1871	,
Daniel Aguillón	5 ft 10 in (180 cm)		,
David James (rugby born 1866)	5ft. 6ins.		,
Elsa Benítez	5 ft 10.5 in (179 cm)	1977	,, Mexico
Gal Nevo	1,77m	1987	,
Gustavo Guerrero	5'11" (180 cm)	1959	, Argentina
Harry Loasby	unknown		,
Humberto Soto (heavyweight boxer)	6 ft 0 in (184 cm)	1980	,,
Johan Carlsson (tennis)	6' (183 cm)		, Sweden
Laura Hamilton	5 feet 2 inches (1. 57 m)	1982	Greenwich/Kent, London
Massimiliano Narducci	6'1" (185 cm)		, Italy
Adoor Bhasi	5' 5"		Trivandrum,, British India
Alejandro González, Jr.	5 ft 9 in (175 cm)	1993	,
Brent McConnell	170 cm		, Australia
Christy Keogh	6 ft 2 in		,
Edgar Monarrez	5 ft 9 in (175 cm)	1990	,,
Frank Lister	1,82 m. (6'0")		,
Juan Antonio Rodríguez	5 ft 9 in (177 cm)	1989	,,
Andrey Grechin	6 ft 4 in (1.92 m)	1987	,,
Axel Merckx	1.91 m		, Belgium
Carlos Amado Molina	5 ft 10 in (180 cm)	1982	,,
César Figueroa	5 ft 7 in (170 cm)	1977	,,
Estrella Cabeza Candela	1.73 m		,
Fujishima Takeji	63.7	1882	,
Gabriel Alejandro Martínez	5 ft 10 in (180 cm)	1987	,
John O'Loughlin (Gaelic footballer)	6 ft 2 (1.88)		,
Kelsey Wakefield	(2012)	1991	Gold Coast, Queensland
Martin Ángel Martínez	5 ft 11 in (182 cm)	1991	,
Anzor Kavazashvili	1.80m (5ft 10½in)	1940	,
Carlos Alberto Sánchez Romero	1.79 mts (5 ft 10 in)	1980	,
Carsten Arriens	6'4" (193 cm)		, Germany
David Engel (tennis)	5'11" (180 cm)		, Sweden
Jharna Thapa	5 ft 5 in		,
Jill McCormick	5'10"	1977	,
Jozsef Krocsko	5'11" (180 cm)		,
Julie Baumann	1.64 m		,
Marcelo Ingaramo	5'10" (178 cm)		, Argentina
Mariano Delfino	6' (183 cm)	1977	,Argentina
Andrés Gutiérrez	5 ft 10 in (180 cm)	1993	,
Aurélie Védy	 	1981	France
Chiharu Niiyama	168 cm.	1981	,
Clinton Woods	6 ft. 2 in. (187 cm.)	1972	,
Ding Yang	158 cm	1984	,
Elita Löfblad	5'2	1980	Chile
Hector Moretti	5'7" (170 cm)	1973	, Argentina
Jason Estrada	6'1"	1980	,
Jessica Pegula	 	1994	 
John Carroll (hurler)	6'		,
Joshua Clottey	5 ft 8 in (172nbsp;cm)	1977	,
Kia Luby	163 cm		Melbourne, Australia
Liam Farrell	1.84m	1990	,,
Lionel Faure	6 ft 1 in (1.86 m)	1977	,
Lucy Clarkson	180 cm (5' 11.5")	1982	,
Alison Nix	5'10''		, USA
Cristóbal Lander	6'1"		,
David Mills (rugby league)	6nbsp;ftnbsp;5nbsp;in (1.97 m)	1981	,
Delly Madrid	1.75m	1979	,.
Eric Manes	6'		,
Hiran Chatterjee	175 cm (5' 9")	1975	,
Jack Williams (rugby union)	5 ft 11½ in		,
Jean-Luc Ettori	176nbsp;cm (5ft 9½in)		, France
Jesús Soto Karass	5 ft 11 in (182 cm)	1982	,
Jules Noël	6'3" (190 cm)	1903	,,
Katarzyna Piter	172 cm	1991	, Poland
Mario Briones	5 ft 9 in (178 cm)	1986	,
Alejandro Otero Lárez	187 cm	1974	,
Dan van Zyl	1.73m	1971	,,
Duncan McKenzie	5ft 8ins	1950	,
George Bazeley	194cm		Echuca, Victoria
Heath Blackgrove	5'10"	1980	,
Jacques Marinelli	1m 62	1925	,
Javier Gallo	5 ft 7 in (172 cm)	1983	,,
Julie Wendel Lundholdt	1.79 m (5 ft 10 in)	1983	,
Keith Viney	6 feet		,
Lara Jean Marshall	5feet 4inches	1988	,,
Lee Ki-woo	195CM.	1981	,
Mark Petchey	6'0" / 1.83m		Loughton, Essex GBR
Aiko Uemura	156 cm (5' 1")	1979	,,
Arturo Morua	5 ft 10 in (178 cm)	1978	,
Bob Foster (boxer)	6'3"	1938	,, USA
Daniella van Graas	1.80 m	1975	,
Elimu Nelson	6' 3"		, U.S.
Ezequiel Maderna	6 ft 2 in (188 cm)	1985	,,
Horst Mahseli	177 cm		,(now)
José Batista	1.62m (5ft 4¾in)	1962	,
Adriyanti Firdasari	170 centimeters	1986	,
Amanda Hopmans	5'5 3/4"/1.67 m		Goirle, Netherlands
Amirhossein Kermanshahi	6`1 (187 cm)		,
Andrew Jones (filmmaker)	5' 11"	1983	, U.K.
Chaitanya Choudhury	5 ft 11 inches		Mumbai
Eyal Erlich	6' (183 cm)		near
Fergus McFadden	5 ft 11 in (1.80 m)		Kilkenny,
Hussain Ayed	180	1989	,
Joan Balcells	190cm (6ft 3in)		,
Julie Stepan	5'2"	1986	,
Lester González Perez	5 ft 10 in (178 cm)	1977	,
Marcel Legrain	1 m 80	1890	,
Alfred Garth Jones	160		,
Archibald Willard	61		, U.S.
Clint Coley	5ft. 9in		, U.S.
Craig Smith (rugby league born 1973)	184cm	1973	,
Daniel Rosas	5 ft 8 in (174 cm)	1989	,,
Eriko Sato	1.73 m (5 ft 9 in)	1981	,,
Hazrat Ali	8 ft		,
Jan Boklöv	1,68 m		Gällivare, Norrbotten, Sweden
Julie Lohre	5'5"	1974	Cincinnati, OH
Adi Himelbloy	5' 57" (1.70 m)	1984	,
Jackie Nava	5nbsp;ft 4 in (163nbsp;cm)	1980	,,
James Stosic	1.82 m (5 ft 11 in)		,
José López-Maeso	172 cm (5 ft 8 in)		,,
Ben Ellwood	5'10" (178 cm)		, Australia
Carrie Lee Sze Kei	5 ft 7 in (170 cm)		,
Dimitri Poliakov	6' (183 cm)		, Soviet Union
Edd Thrower	6 ft 0 in (1.83 m)	1982	,
Hartmut Briesenick	1.91 meters	1949	,
Hossein Rezazadeh	(2007)	1978	,
Jay Miron	5'7"	1970	,
Jesús Chong	5 ft 7 in (170 cm)	1965	,
Juan Carlos Báguena	6' (183 cm)		, Spain
Juan Ignacio Carrasco	6'1" (185 cm)		, Spain
Kristian Capalik	6'2" (188 cm)		,
Luca Bottazzi	5'7" (170 cm)		, Italy
Clarisa Fernández	179 cm (5 ft 10½ in)	1981	Córdoba, Argentina
D'Nika Romero	34D-24-40		,
Farès Bousdira	1 meter 89		,
Félix Savón	6 ft 5 in	1967	San Vicente,
Gavin Rees	5 ft. 7 in.	1980	,
Im Kyu-tae	6'1" (185 cm)	1981	,
Jennifer Hopkins	5' 7in		, U.S.
Kim So-jung	1.72m	1986	, Korea
Mahmadu Alphajor Bah	179 cm (5ft 9 inches)	1981	,
Marianne Werdel	5'10"		Los Angeles, California
Marlen Esparza	5 feet, 3 inches		Houston, Texas
Alicia Coppola	5' 9" (1.75 m)	1968	,
David Campese	180 cm		,
Horacio Gallardo	1.68 m	1981	Bolivia
Johnny Famechon	5' 5"	1945	,
Jose Charles	6 ft 1 in (185 cm)	1993	,
José Manuel Osório	5 ft 9 in (177 cm)	1987	,
Andy Gregory	5'5"	1961	,, England
Angela Lindvall	5'11" (180 cm)	1979	,
Annette Haven	5'5" (165 cm)		Las Vegas, Nevada, USA
Bart Wuyts	5'10" (178 cm)		, Belgium
Bob Evans (rugby union)	6 ft		,
Bobby Julich	1.81 m	1971	, United States of America
Colm Foley	6 ft 3 in / 1.905 m	1979	,
Denis Inkin	182 cm	1978	,
Doug Burke (tennis)	5'11" (180 cm)		, Jamaica
Ian Malone (footballer)	NA	1983	,
Idrissa Laouali	180 cm	1979	Ojia, Maradi,
Marcello Craca	5'11" (180 cm)		,
Mark Soloway	6'2''		, Ohio
Al Caravelli	5'7"		Queens, New York
Bruce Yarnell	6'5"	1935	,, USA
Chiké Okonkwo	6ft 1 ins		,
Chris Lambert (athlete)	1.88 m		,
Dana White	5 ft 11 in		,
Edgar Cardenas	5 ft 6 in (167 cm)	1974	Villa Nicola Romero,,
Euri Gonzalez	6 ft 0 in (183 cm)	1978	,
Herbert Hayton Castens	1.86 m (6 ft 1.5 in)	1864	Pearston,,
Jeet (actor)	5'10"	1978	,
Jennifer Blushi	5ft 8(1.60)http://en.wikipedia.org/w/index.php?title=Jennifer_Blushiaction=editEdit this page	1984	,
Jonathan Canter	6'1" (185 cm)		,United States
Liliana Domínguez	1.75 m (5 ft 9 in)	1981	,,
Lionel Giroux	4ft 4in (130 cm)		,
Markus Naewie	6'3" (190 cm)		,
Alejandro Barrera	6 ft 1 in (185 cm)	1986	,
Alfredo Angulo	5 ft 11 in (182 cm)	1982	,,
Daniel Dutra da Silva	5'9" (175 cm)	1988	,
Desmond Harrington	5'10" (1.78 m)	1976	,,
Eoin Murphy	6 feet	1978	,
Eugenia Mandzhieva	5'11	1985	,
Germán López	6'4" (193 cm)		,
JJ Hanrahan	1.83 m	1992	,
Julien Varlet	5'11" (180 cm)	1977	, France
Julio César Borboa	5 ft 9 in (177 cm)	1969	,
Kell Brook	5 ft 9 in (1.75 m)	1986	,
Maria Febe Kusumastuti	162 centimeters	1989	,
Amado Ursua	5 ft 5 in (165 cm)	1956	,,
Florencia Molinero	1.64m	1988	,, Argentina
Frode Andresen	190 cm	1973	,
Hiroya Saito	1,73 m		,
Horacio San Martín	1.88 m		,
Ivan Ukhov	1.92 m (6 ft 3½ in)	1986	,
Jarrad Hickey	195 cm (6 ft 5 in)	1985	,
Jason White (rugby union)	6 ft 5 in (1.96 m)	1978	,
José Manuel Sánchez	5 ft 6 in (168 cm)	1994	,
Kenneth Rosfort-Nees	178 cm	1978	,
Marjan Madžarovski	1,84cm		,
Amy Davidson	5'0" (1.52 m)		, U.S.
Ana Bogdan	1.70	1992	Sinaia, Romania
Brian Vera	6 ft 0 in (184 cm)	1981	,
Carlos Cuadrado	5'11" (180 cm)	1983	, Spain
Christophe Van Garsse	6'1" (185 cm)		, Belgium
D. B. Sweeney	6ft	1961	,
Ian Rubin	189 cm		,
Iván Popoca	5 ft 8 in (174 cm)	1982	,,
Jack Gibson (rugby league)	6f 2	1929	, Australia
Jack Gwynne	5 feet 11 inches		Pittsburgh, Pennsylvania
Jiří Vaněk (tennis)	185cm		,
Joanna Pacuła	175 cm	1957	,
Joe Hirst	6' 1"	1987	,
José Gregorio Faría	190cm		,
Juan Albert Viloca	185cm (6ft 1in)		Barcelona, Spain
Juan García Méndez	5 ft 8 in (174 cm)	1992	,,
Kris Goossens	5'11" (180 cm)	1974	, Belgium
Mary Jo Sanders	5'7	1974	,
Mayra Sérbulo	6'		,,
Aidan Kirk	181 cm		,
Alfonso Blanco (boxer)	6 ft 1 in (185 cm)	1986	,
Allan Johansen	1.88 m	1971	, Denmark
Bat-El Gatterer	5' 7" (170 cm)	1988	,
Britt Janyk	168 cm (5'6")	1980	,
Christian Gill	6 ft 1 in	1971	,
Christie Dawes	(2008)	1980	,
Dante Jardón	5 ft 8 in (174 cm)	1988	,,
Francisco Bojado	5 ft 8 in (174 cm)	1983	,
Hussain Kuwajerwala	5'11	1977	,
José Cabrera (boxer)	5 ft 9 in (177 cm)	1987	,
Juan José Esparragoza Moreno	5' 8"	1949	Huichiopa,,,
Justin Bower	6'3" (190 cm)		,South Africa
Lee Matasi	6"2		,,
Marcio Feitosa	height 5'9" 176cm	1976	, Brazil
Mario Meraz	6 ft 1 in (186 cm)	1990	,
Braimah Kamoko	5 ft 10 in (178nbsp;cm)	1980	,
Calu Rivero	5' 7" (1.70)		,,
Charles Turner (water polo)	(1984)	1953	Ardrossan, North Ayrshire, Great Britain
Conor Cusack	6foot 3 inches		,
David Lelay	176cm	1979	,
Dercy Gonçalves	4' 11" (1.50 m)	1907	,,
Lana Clarkson	6ft 1in	1962	, United States
Alex Kim (tennis)	5'9" (175 cm)		,United States
Bill Lang	185cm	1883	,
Daniel Cota	6 ft 4 in (194 cm)	1985	,
Errol Daniels	179cms	1944	,
Illimar Pärn	177 cm	1988	,
Jimmy Engoulvent	1.87 m	1979	,
Joshua Gomez	5 ft 6 in (168 cm)	1975	Bayonne, New Jersey
José Eduardo López	5 ft 10 in (180 cm)	1990	,,
Kamilla Farhad	 	1996	 Azerbaijan
Lotte Kiærskou	1,77 m.	1975	,
Ajith C. S. Perera	220		,(earlier)
Arsham Parsi	175 Cm		,
Dave Dillewaard	6'5		,
Deniz Akkaya	1.78m	1977	,
Dhyan Chand	5'3"	1905	,,
Emanuel Augustus	5' 7''	1975	,,
Emory Hale	6 ft 9 in (206 cm)	1969	St Petersburg, Florida
Guy Morgan (rugby player)	5ft 6ins	1907	,
Jimmy Richards	5ft 9ins	1975	,
Jody Gormley	6'00"		,
Joël Bourgeois	5 ft 9 in(1.75 m)	1971	,
Malou Ejdesgaard	 		 , Denmark
Aaron Wheatley	1.84 m (6 ft 0 in)	1981	,
Baden Cooke	1.78m		,, Australia
Ben Czislowski	186cm		,
Darya Stepanyuk	5'7" (170 cm)	1990	,
Douglas Adams	6nbsp;ft 5''	1952	,,
Jessica Long	(2009)		,
Jesús Chávez	5 ft 6 in (168 cm)	1972	,
Jimmy Estacio	6'00"	1986	,
Jordan McColl	5 ft 10 in		,
José Julio Mendoza	6 ft 0 in (184 cm)	1988	,
José Saenz	to	1975	,
Julie du Page	5'7" (1.70 m)	1973	,
Mara Abbott	5'5" (1.52 m)	1985	,United States
Alex Walkinshaw	6' (1.83 m)	1974	,,
Amanda Laine	5'11 or 180.5 cm	12 February 1992	, Canada
Ana Julaton	5′ 5″ (165cm)		San Francisco, California
Ayumi Kaihori	1.70m	1986	,,
Cordula Reyer	5'10"		Vienna, Austria
Derrick Pierce	6' 0''	1974	,
Flo Gennaro	6'0" ; 183cm	1991	Rosario, Argentina
Gilles Elseneer	188cm		, Belgium
Jean-Baptiste Perlant	6'3" (190 cm)	1977	, France
Julien Bonnaire	6 ft 4 in (1.93 m)	1978	,
Lloyd Owen	6 ft. 1 in.	1966	,, England, UK
Manuel Pérez (boxer)	5 ft 8 in (174 cm)	1984	,
Marc Kimmich	6' (183 cm)	1983	,
Matias Viazzo	1.81m	1983	,
Alan Mackin	6' (183 cm)		,
Andrew Lindsay (swimmer)	(2008)	1979	,
Chris Beasley (rugby league)	183cm	1983	, Australia
Cliff Davies (rugby player)	175cm	1919	,
Craig D. Miller	6' (183 cm)		,
Danny Culloty	6' 2"		,
David Kamo	5' 11"	1986	Boise, Idaho
Ed Sanders (actor)	5ft 11in (approx. 180cm)	1993	,
Joe Shishido	1.74 m (5' 8½")	1933	,,
Louis Robinson (rugby league)	180 cm (6 ft)		Watford, England
Avery (singer)	4'11		, United States
Chris Froome	1.86m		, Kenya
Danell Leyva	5'7"	1991	,,
Farzan Athari	6`1 (187 cm)	Iran	,
Gabriel Bordinhão Gasparotto	99Kg	1993	, Brazil
Ian Madigan	1.78 m (5 ft 10 in)	1989	,
Javontae Starks	6-0		,
Julian Wheeler	5 ft 9 in (178 cm)	1971	Virginia Beach, Virginia
Jörgen Windahl	6' (183 cm)		, Sweden
Aya Medany	1,71 m	1988	Cairo, Egypt
Daisuke Naito	5 ft. 4 in. (162 cm.)	1974	,
Faith Leech	180nbsp;cm		,, Australia
Farid Kamil	184 CM		,
Fernando Montiel	5 ft 4 in (163 cm)	1979	,
Jacob Rowan	6 ft 1 in, (1.86 m)	1990	,
Kano sisters	169cm (5'6.5")	1962	Japan
Libor Pimek	6'5" (196 cm)		, Czechoslovakia
London Keyes	163 cm		, Washington
Matthew Petersen	181 cm (5 ft 11 in)	1980	,
Adrian Antunović	1.79 m		,
Ali Hamadeh	1.86m		,
Amanda Loncar	5' 4" (1.63 m)		,,
Andrei Merinov	6' (183 cm)		, Russia
Casey Serin	5' 6"	1982	,
Christophe Le Mével	1.74 m	1980	, France
Derek Tarr	6'1" (185 cm)		,South Africa
Emmanuelle Gagliardi	1.71 m	1976	,
Enrique Colin	5 ft 10 in (178 cm)	1982	,
Enzo Gambaro	6ft	1966	,
Francis Perceval Eliot	4 ft 9 ins		,,
Jessica Miller (fashion model)	5 ft 10 in (1.78 m)	1984	,
Jessica Rogers	(2010)		,
José Luis Bueno	5 ft 6 in (168 cm)	1969	,,
Kris Odegard	6'1"		Saskatoon, Saskatchewan
Li Ching	1.66 m	1975	,,,
Adrian Turner	(2004)	1977	Salford
Akvilė Stapušaitytė	169 cm	1986	Taurage
Christos Xenofontos	75kg	1989	,
Daniel-Alejandro Lopez	1.83 m		Asuncion, Paraguay
David Banks (comedian)	1.83 m	1972	,
Gareth Owen (rugby union)	6 ft 0 in (1.83 m)		,
Georgian Tobă	1,72		,
Harry S. Morgan	5'9	1945	,
José Emilio Perea	5 ft 11 in (181 cm)	1983	,
Juan García Postigo	1.91 m (6 ft 3 in)	1982	,
Kamal Ibrahim (Mister World 2010)	183cm	1985	,
Kendall Windham	6 ft 5 in	1967	,
Kim Medcalf	5' 5¾" (1.67 m)	1973	,,
Konstantin Dubrovin	6'3" (191 cm)	1977	,
Lars Rehmann	6'5" (196 cm)		,
Magda Linette	173 cm	1992	Poznań, Poland
Anderson Lim	168cm		Bandar Seri Begawan
Bleddyn Williams	5 ft 10 in	1923	,
César Chávez (boxer)	5 ft 11 in (182 cm)	1988	,
Daniele Musa	6' (183 cm)	1972	, Italy
Darren Senter	178 cm	1972	,
David Kannemeyer	1.70m (5ft 7½in)	1977	,
Felipe Parada	5'9" (175 cm)	1981	,
Haruka Orth	169　cm	1982	,
Jan Lála	174 cm		,
Louis de Funès	1.64 m		,, France
Luis Capurro	1.80m (5ft 10¾in)	1961	,
Marie-Pierre Gagné	5'5"	1983	,,
Aoi Yūki	145 cm (4ft 9in)	1992	, Japan
Billy Brick	6'3"		Kilmoyley,
Cesar Gaytan	5 ft 8 in (174 cm)	1993	,
Christian Vasquez	5'11"/6'00"	1977	,,
Daniel Ponce de León	5 ft 6 in (170 cm)	1980	,,
Dev (actor)	6'1"	1982	,
Didier Dinart	1.97m	1977	Pointe-à-Pitre, Guadeloupe, French West Indies
Hilda Kibet	1.66 m	1981	,
Ivan Redkach	5 ft 10 in (178 cm)	1986	,
Jack LaLanne	5'7"	1914	,,
Jiří Bobok	1.90cm		,
Johnny Edgar	5,10	1936	,
Justin Tsoulos	6 ft 1 in (1.85 m)		,
Katie Saylor	5 ft 2.5 in (159 cm)	1951	United States
Kevin Longbottom	?cm ( ft ins)	-	?,
Mercy Akide	1.89 m (6 ft 2 in)	1975	,
Andy Ruiz	6 ft 3 in (187 cm)	1989	,,
Anja Brinker	1.52m (5'0")	1991	,
Blaž Vrhovec	180 cm (5 ft 11 in)		Ljubljana, Slovenia
Carlos Germano	1.90m (6ft 2¾in)	1970	,
Carlos Leonardo Herrera	6 ft 1 in (185 cm)	1983	,
Christian Caulker	182 cm	1988	,
Federico Browne	5'11" (180 cm)		, Argentina
Frankie Randall	5 ft 9 in (175 cm)	1961	, USA
Grant Connell	6nbsp;ft 1nbsp;in (1.85nbsp;m)	1965	, Canada
Hans Albert Einstein	5'8"	1904	, Switzerland
James Forrester (rugby union)	6 ft 5 in (1.96 m)	1981	,
Joe Bugner	6′ 4″ (1.93m)	1950	,
Joe Coombs	(2011)	1991	,
José Félix, Jr.	5 ft 10 in (178 cm)	1992	,
Masahiko Kimura	170nbsp;cm	1917	Kumamoto, Japan
Aaron Moule	184 cm	1977	,
Alan Marriott (voice actor)	5'7"	1971	,,
Brian McClennan	5 ft 8 in (173 cm)	1962	,
Carl Doherty	185cm		New Zealand
Eddie Gómez	5 ft 8 in (174 cm)	1992	,
John Sobel	5'8" (173 cm)		,
Johnny Saint	5"8" 1/8	1941	,,
Krisztián Berki	178 centimetres (5'10")weight= 67 kg/147.7 lb	1985	,
Marcus Haley	5 ft. 7 in.	1972	,,
David Izonritei	6 ft 3 in (191 cm)	1968	Lagos,
Eduardo Bengoechea	6 feet 1 inches		Córdoba, Argentina
Elżbieta Dzikowska	170		,
Floyd Havard	5' 8"		,
Gail Harris	5'4"	1964	,,
Gary Blissett	6' 01"		,
Jean Shrimpton	—	1942	Buckinghamshire, England
John Rooney (squash player)	6'1'	1979	, Ireland
Juan Manuel Elizondo	5'11" (180 cm)	1983	,
Laura Montalvo	1.73 m (5 ft 8 in)	1976	, Argentina
Laurent Prades	6' (183 cm)		, France
Marat Khuzeev	5 ft 11 in (181 cm)	1980	,
Alan F. Daniels	6"4" (1.93m)		, Florida, USA
Brent Charleton	194cm	1982	,
Cindy Kurleto	168 cm - 5'7"		,
Conlan Carter	5'11"	1934	,,,
Eliyahu Ben-Elissar	6'0"	1932	,
Erislandy Lara	5 ft 9 in (175 cm)	1983	,
Felipe Rivera	6' (183 cm)		, Chile
Filippa Hamilton	173 cm (5'8")		,
Henry Perenara	186 cm (6 ft 1 in)	1980	,
Jamie Nagle	5ft 9"	1986	,
Julien Arias	1.78 m (5' 10")	1983	,
Julio César García	6 ft 1 in (186 cm)	1987	,
Libor Němeček	5'6" (168 cm)		,Czechoslovakia
Marios Lekkas	187 cm; 6' 2"		,
Andrea Temesvári	1.82 m (5ft 11in)		, Hungary
Barry MacKay	6'3" (190 cm)		,,
Ben Creagh	193 cm (6 ft 4 in)	1985	, Australia
Brett Novek	6'0"	1984	,,
Cristián Morán	(183 cm)	1984	,,
Daren O'Leary	6ft	1973	,
Els Callens	1.78 m		Antwerp, Belgium
Gareth Price	6 ft 1 in (1.86 m)	1980	,
Gustaf Dalén	160	1869	,,
Jason Pearcey	6ft 2½in	1971	,
Lee Te Maari	1.88 m (6 ft 2 in)	1985	,
List of Playboy Playmates of 1955	5 ft 5½ in (1.66)	1923	,
Agustín Lastagaray	1.73 cm	1981	,
Ayaka Komatsu	160 cm	1986	,
Bill Ward (actor)	5' 11"	1967	,
Carlos Zárate, Jr.	5 ft 10 in (180 cm)	1988	,,
Chris Daw	5’ 9”	1970	,
Fernando Castaneda	5 ft 10 in (178 cm)	1989	,
Frederic Fontang	6' (183 cm)		,
Golden Johnson	5 ft 10 in (178 cm)	1974	,
Joe Pasquale	5' 10"	1961	,,
José Salgado Fernández	5 ft 9 in (177 cm)	1989	,,
Keidy Moreno	179 cm	1983	,,
Kevin Pauwels	175 cm	1984	Kalmthout, Belgium
Marc Flur	6'3" (190 cm)		,,United States
Akanksha Singh	5 ft 6 in (1.68 m)	1989	,, India
Aldin Šetkić	1.92 m (6 ft 4 in)		Sarajevo, Yugoslavia
Chrystalleni Trikomiti	162 cm	1993	, Cyprus
Dave Scott (choreographer)	6'4"		, U.S.
David Rodela	5 ft 11 in (182 cm)	1986	,
Greg Gutfeld	5 ft 5 in	1964	,
Hanzel Martinez	5 ft 8 in (174 cm)	1991	,,
Helene Schjerfbeck	300	1862	,
Ignacio Hirigoyen	6' (183 cm)	1976	, Argentina
Jamal Rayyan	180 cm	1953	Toulkarem,
Joel Díaz	5 ft 8 in (173 cm)	1973	,
Justin Morgan (rugby league)	105 kg		,,
Lamine Guèye (skier)	192 cm		, Senegal
Manuel Jiménez (boxer)	5 ft 6 in (168 cm)	1990	,
Alex Shabunya	6 ft 1 in	1977	,
Barry Davies (rugby union)	6 ft 0 in (1.83 m)	1981	,
Duncan MacGillivray	6 ft 2 in (1.87 m)		,
Gonzalo Garcia (rugby union)	1.85 m	1984	,
